period,cmdCode,country_product_value,world_product_value,total_country_value,total_world_value,RCA,has_CA,sector
1990,24,27596126,4430222719,26344665088,5506762919445,1.3020457874035571,TRUE,24
1990,2401,21430958,2127872235,26344665088,5506762919445,2.105230895082166,TRUE,24
1990,2402,6001971,2173447368,26344665088,5506762919445,0.5772294258797853,FALSE,24
1990,2403,163197,128903036,26344665088,5506762919445,0.2646383147513471,FALSE,24
1991,24,53131544,11315058674,26956705792,7665683262709,1.3353025499540003,TRUE,24
1991,2401,43736896,3799727649,26956705792,7665683262709,3.2732527464630006,TRUE,24
1991,2402,9143776,7006692122,26956705792,7665683262709,0.3711048204265042,FALSE,24
1991,2403,250874,508638838,26956705792,7665683262709,0.14025882229706083,FALSE,24
1992,24,31094000,15276614138,184779539480,9822734094946,0.1082001822576749,FALSE,24
1992,2401,13867000,4263145596,184779539480,9822734094946,0.17291427887241476,FALSE,24
1992,2402,17075000,10193954877,184779539480,9822734094946,0.08904232937927557,FALSE,24
1992,2403,152000,819513665,184779539480,9822734094946,0.009859749826155265,FALSE,24
1993,24,79974000,17516421693,207545660288,11315396833376,0.24891986623522694,FALSE,24
1993,2401,39762000,3832506622,207545660288,11315396833376,0.5656417269749441,FALSE,24
1993,2402,40067000,12675469146,207545660288,11315396833376,0.17233715376331576,FALSE,24
1993,2403,145000,1008445820,207545660288,11315396833376,0.007839196749342296,FALSE,24
1994,24,56260144,20236693841,242474249720,15033279859979,0.17236512405778726,FALSE,24
1994,2401,25062806,4109293104,242474249720,15033279859979,0.3781383207999604,FALSE,24
1994,2402,31197144,14947040405,242474249720,15033279859979,0.12940401377746297,FALSE,24
1994,2403,194,1180360490,242474249720,15033279859979,1.0190023465939984e-5,FALSE,24
1995,24,61383000,23049582255,318162623824,18689760662247,0.15643705505857097,FALSE,24
1995,2401,25447000,4850572381,318162623824,18689760662247,0.3081755506185067,FALSE,24
1995,2402,35829000,16664878055,318162623824,18689760662247,0.12629528211009053,FALSE,24
1995,2403,107000,1533999868,318162623824,18689760662247,0.004097444085580277,FALSE,24
1996,24,97546264,25759650572,382644673469,19955898450558,0.19749053494994734,FALSE,24
1996,2401,44382920,5618856355,382644673469,19955898450558,0.4119490968376637,FALSE,24
1996,2402,52681408,18514672522,382644673469,19955898450558,0.14839420856749402,FALSE,24
1996,2403,481937,1611201391,382644673469,19955898450558,0.01559969311696004,FALSE,24
1997,24,104725360,24888489324,440187616975,20833416309207,0.19914802164902126,FALSE,24
1997,2401,41522012,6240530907,440187616975,20833416309207,0.3149049753914083,FALSE,24
1997,2402,63010876,16976984738,440187616975,20833416309207,0.17566192203342754,FALSE,24
1997,2403,192470,1670973656,440187616975,20833416309207,0.005451501231206756,FALSE,24
1998,24,105132872,23314475031,469301386869,21012298624726,0.2018992075246933,FALSE,24
1998,2401,41577288,5718931436,469301386869,21012298624726,0.3255089953268948,FALSE,24
1998,2402,63488764,14330543493,469301386869,21012298624726,0.1983608394168862,FALSE,24
1998,2403,66824,1744683859,469301386869,21012298624726,0.0017148946753673645,FALSE,24
1999,24,83698184,21639207835,545051238195,21788133129929,0.15461704423269565,FALSE,24
1999,2401,35763084,5545840583,545051238195,21788133129929,0.2577806241856169,FALSE,24
1999,2402,47934844,13628027915,545051238195,21788133129929,0.14060507406887607,FALSE,24
1999,2403,253,1950014856,545051238195,21788133129929,5.1863914284622986e-6,FALSE,24
2000,24,89886886,21368083202.114,665177358120,25175799852569.816,0.15921228982425042,FALSE,24
2000,2401,34675354,5316481435.545,665177358120,25175799852569.816,0.24685528018494554,FALSE,24
2000,2402,55087421,13912965261.714005,665177358120,25175799852569.816,0.14985752626051654,FALSE,24
2000,2403,124111,2070888266.855,665177358120,25175799852569.816,0.0022682944320897348,FALSE,24
2001,24,62591375,20985428895.065,158386216926,6066957030524.273,0.11424841293275008,FALSE,24
2001,2401,26514962,5749652383.874,158386216926,6066957030524.273,0.17664565266448595,FALSE,24
2001,2402,36032467,13274323570.682,158386216926,6066957030524.273,0.10397648487665241,FALSE,24
2001,2403,43946,1912149457.51,158386216926,6066957030524.273,8.803412460738386e-4,FALSE,24
2002,24,58321173,21141260504.705,160750540171,6382452185986.582,0.10952934779214614,FALSE,24
2002,2401,33646800,5392841159.6970005,160750540171,6382452185986.582,0.24772011154343201,FALSE,24
2002,2402,24295192,13724436898.600998,160750540171,6382452185986.582,0.07028472174281515,FALSE,24
2002,2403,379181,1984107916.406,160750540171,6382452185986.582,0.00758780928626081,FALSE,24
2003,24,51159980,21883359368.218,164906508836,7460586625940.911,0.10576733301546505,FALSE,24
2003,2401,29103115,5862053911.943999,164906508836,7460586625940.911,0.22460780674012853,FALSE,24
2003,2402,19412170,13802023318.047998,164906508836,7460586625940.911,0.06363067188260987,FALSE,24
2003,2403,2644695,2173708466.224,164906508836,7460586625940.911,0.05504393548334523,FALSE,24
2004,24,41910134,23826499785.903,187980442491,9039917778975.426,0.08458836195399556,FALSE,24
2004,2401,27337609,6833807710.21,187980442491,9039917778975.426,0.1923754222526893,FALSE,24
2004,2402,7994612,14588207783.467997,187980442491,9039917778975.426,0.026354043809368056,FALSE,24
2004,2403,6577913,2360876421.55,187980442491,9039917778975.426,0.13398824022651165,FALSE,24
2005,24,24817956,25108014379.703,214207305610,10185629704194.646,0.047001016057932346,FALSE,24
2005,2401,19181567,6954052367.069001,214207305610,10185629704194.646,0.13115949362248672,FALSE,24
2005,2402,5614296,15839446411.534996,214207305610,10185629704194.646,0.01685422983915379,FALSE,24
2005,2403,22093,2192422151.065,214207305610,10185629704194.646,4.791639277639864e-4,FALSE,24
2006,24,176489576,26805830795.533,249960545529,11913905315826.49,0.31381411106231377,FALSE,24
2006,2401,22178058,7481972869.371,249960545529,11913905315826.49,0.1412830514558391,FALSE,24
2006,2402,153130237,16888131161.901,249960545529,11913905315826.49,0.4321773894856314,FALSE,24
2006,2403,1181281,2331516870.383,249960545529,11913905315826.49,0.024148899099273095,FALSE,24
2007,24,331820895,29877936740.952,271821215424,13614725775370.58,0.5562610807221889,FALSE,24
2007,2401,27817587,8632829722.960001,271821215424,13614725775370.58,0.1613956511752607,FALSE,24
2007,2402,300515537,18585173026.835003,271821215424,13614725775370.58,0.8098896892902359,FALSE,24
2007,2403,3487771,2564699314.848,271821215424,13614725775370.58,0.06811410504492657,FALSE,24
2008,24,326795684,34105821453.98299,291264808810,15751615789202.447,0.5181850659851582,FALSE,24
2008,2401,32218483,10257618315.110998,291264808810,15751615789202.447,0.169861770878074,FALSE,24
2008,2402,282641245,20806001481.366,291264808810,15751615789202.447,0.7346559611680821,FALSE,24
2008,2403,11935956,2931431203.5400004,291264808810,15751615789202.447,0.22019862225560563,FALSE,24
2009,24,270715883,35099426308.124,229712337305,12263213113142.586,0.4117500622577809,FALSE,24
2009,2401,28957872,11330390918.101995,229712337305,12263213113142.586,0.13643999817596467,FALSE,24
2009,2402,228283643,20298659579.55199,229712337305,12263213113142.586,0.600381621042764,FALSE,24
2009,2403,13474368,3294096459.142,229712337305,12263213113142.586,0.2183695337823693,FALSE,24
2010,24,291393818,34840111370.34,298305075136,14912622812896.8,0.4181135001568974,FALSE,24
2010,2401,24941657,10504090470.257998,298305075136,14912622812896.8,0.11870260229101874,FALSE,24
2010,2402,251713434,20612809062.294003,298305075136,14912622812896.8,0.6104675806025753,FALSE,24
2010,2403,14738727,3627137964.809001,298305075136,14912622812896.8,0.203137119915536,FALSE,24
2011,24,300048729,39390883203.643,349326581717,17897863221112.42,0.39027040905268084,FALSE,24
2011,2401,29604687,10861081112.027,349326581717,17897863221112.42,0.13965515377190532,FALSE,24
2011,2402,253590620,24052430854.062996,349326581717,17897863221112.42,0.5401865434521601,FALSE,24
2011,2403,16853422,4343829980.046,349326581717,17897863221112.42,0.19878555728264027,FALSE,24
2012,24,317437882,42155561069.444984,370706658359,17857627212742.83,0.36274150029234525,FALSE,24
2012,2401,33922556,11903448266.548,370706658359,17857627212742.83,0.137280592621791,FALSE,24
2012,2402,262368287,25010982972.021,370706658359,17857627212742.83,0.5053286775578898,FALSE,24
2012,2403,12239226,4733154756.041999,370706658359,17857627212742.83,0.12456516733307554,FALSE,24
