period,cmdCode,country_product_value,world_product_value,total_country_value,total_world_value,RCA,has_CA,sector
1992,50,16000,1919316849,184779539480,9822734094946,4.431510821004413e-4,FALSE,50
1992,5006,4000,4531487,184779539480,9822734094946,0.046924295409429585,FALSE,50
1992,5007,12000,1225029106,184779539480,9822734094946,5.207308959204186e-4,FALSE,50
1993,50,84000,2783056007,207545660288,11315396833376,0.0016455590535862212,FALSE,50
1993,5006,15000,5163682,207545660288,11315396833376,0.1583754648937787,FALSE,50
1993,5007,69000,1540885533,207545660288,11315396833376,0.0024413769816623563,FALSE,50
1994,50,95039,3440559751,242474249720,15033279859979,0.0017126194491360045,FALSE,50
1994,5006,865,12327427,242474249720,15033279859979,0.0043504260045396604,FALSE,50
1994,5007,94174,2387412895,242474249720,15033279859979,0.0024456347700539936,FALSE,50
1995,50,80000,3297584875,318162623824,18689760662247,0.0014251106476668573,FALSE,50
1995,5006,1000,8462376,318162623824,18689760662247,0.00694164280361048,FALSE,50
1995,5007,79000,2327333818,318162623824,18689760662247,0.0019939900712111066,FALSE,50
1996,50,351029,2907460171,382644673469,19955898450558,0.006296581598995242,FALSE,50
1996,5001,268584,32194201,382644673469,19955898450558,0.43508899582813226,FALSE,50
1996,5005,210,148790851,382644673469,19955898450558,7.36069258608609e-5,FALSE,50
1996,5006,25995,7595688,382644673469,19955898450558,0.1784836001757869,FALSE,50
1996,5007,54047,2021105180,382644673469,19955898450558,0.001394627711310844,FALSE,50
1997,50,46628,2916061076,440187616975,20833416309207,7.567855709193538e-4,FALSE,50
1997,5006,2578,24012760,440187616975,20833416309207,0.005081167410637398,FALSE,50
1997,5007,43043,1981736070,440187616975,20833416309207,0.0010279675137475595,FALSE,50
1998,50,8422,2286463266,469301386869,21012298624726,1.6491977564476895e-4,FALSE,50
1998,5003,2337,71804282,469301386869,21012298624726,0.0014572366830524481,FALSE,50
1998,5005,149,132951110,469301386869,21012298624726,5.017830968726339e-5,FALSE,50
1998,5006,1424,14769479,469301386869,21012298624726,0.004316845846110184,FALSE,50
1998,5007,1655,1580206846,469301386869,21012298624726,4.6892759002567764e-5,FALSE,50
1999,50,40016,2124839193,545051238195,21788133129929,7.528185218770152e-4,FALSE,50
1999,5005,15595,148169862,545051238195,21788133129929,0.004207345648860792,FALSE,50
1999,5006,755,21959562,545051238195,21788133129929,0.0013743772818736518,FALSE,50
1999,5007,23016,1413571329,545051238195,21788133129929,6.508708335356902e-4,FALSE,50
2000,50,42715,2472000969.878999,665177358120,25175799852569.816,6.539997664903565e-4,FALSE,50
2000,5007,34593,1600464985.1859996,665177358120,25175799852569.816,8.18065107075387e-4,FALSE,50
