typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","91291","false","-1","N/A",,"false","91291","false",,"false",,"90524","90524","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1213","Cereal straw and husks, unprepared; whether or not chopped, ground, pressed or in the form of pellets","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","132","false","-1","N/A",,"false","132","false",,"false",,"661","661","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1206","Sunflower seeds; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9386","false","-1","N/A",,"false","9386","false",,"false",,"6134","6134","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1206","Sunflower seeds; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","31750","false","-1","N/A",,"false","31750","false",,"false",,"10159","10159","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1209","Seeds, fruit and spores; of a kind used for sowing","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1149038","false","-1","N/A",,"false","1149038","false",,"false",,"3988008","3988008","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1209","Seeds, fruit and spores; of a kind used for sowing","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","522047","false","-1","N/A",,"false","522047","false",,"false",,"5759888","5759888","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1201","Soya beans; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1437","false","-1","N/A",,"false","1437","false",,"false",,"23361","23361","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1207","Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","27299384","false","-1","N/A",,"false","27299384","false",,"false",,"38021952","38021952","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1207","Oil seeds and oleaginous fruits, others n.e.s. in chapter 12; whether or not broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40733504","false","-1","N/A",,"false","40733504","false",,"false",,"44133984","44133984","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1208","Flours and meals of oil seeds or oleaginous fruits; other than those of mustard","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8312","false","-1","N/A",,"false","8312","false",,"false",,"2508","2508","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1208","Flours and meals of oil seeds or oleaginous fruits; other than those of mustard","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1957","false","-1","N/A",,"false","1957","false",,"false",,"2406","2406","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","1210","Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","-1","N/A",,"false","10","false",,"false",,"32","32","0","true","false",
