typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0101","Horses, asses, mules and hinnies; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","28537","false","-1","N/A",,"false",,"false",,"false",,"731182","731182","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0102","Bovine animals; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1350940","false","-1","N/A",,"false",,"false",,"false",,"349044992","349044992","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0103","Swine; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2","false","-1","N/A",,"false",,"false",,"false",,"9017","9017","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0104","Sheep and goats; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","214","false","-1","N/A",,"false",,"false",,"false",,"35496","35496","0","true","false",
"C","A","19900101","1990","52","1990","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0105","Poultry; live, fowls of the species gallus domesticus, ducks, geese, turkeys and guinea fowls","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","6","false","-1","N/A",,"false",,"false",,"false",,"99","99","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0101","Horses, asses, mules and hinnies; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","64047","false","-1","N/A",,"false",,"false",,"false",,"2012132","2012132","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0102","Bovine animals; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1181290","false","-1","N/A",,"false",,"false",,"false",,"358306848","358306848","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0103","Swine; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","210","false","-1","N/A",,"false",,"false",,"false",,"13935","13935","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0104","Sheep and goats; live","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","619","false","-1","N/A",,"false",,"false",,"false",,"21664","21664","0","true","false",
"C","A","19910101","1991","52","1991","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H0","HS","true","0105","Poultry; live, fowls of the species gallus domesticus, ducks, geese, turkeys and guinea fowls","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","49","false","-1","N/A",,"false",,"false",,"false",,"128","128","0","true","false",
